governorate,district,Sub District,Community,cluster,camp_name,geo,environment,girls,boys,women,men,individual,Shelter,Water,Sanitation,Waste Removal,NFI,Food,shelter_cat,water_cat,sanitation_cat,waste_cat,NFI_cat,Food_cat,class
Idleb,Harim,Dana,Atma,Karama,Al Manara,"36.2899796,36.6934346",IS,223,159,140,137,659,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Al Mustakbal,"36.3043951,36.6981503",IS,247,257,170,167,842,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Atma,Karama,Al Nahda Aleslamia,"36.3024329,36.6994182",IS,210,218,183,131,743,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Al Nour,"36.296251,36.7128997",IS,196,174,153,142,666,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,
Idleb,Harim,Dana,Atma,Karama,Al Resalah (extension of Doaa  Doaa & Saleh),"36.2970093,36.6955065",IS,111,102,84,79,376,,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Al Safa,"36.2973258,36.6944398",IS,243,186,192,196,816,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,
Idleb,Harim,Dana,Atma,Karama,Al Shuhada,"36.2995501,36.6976434",IS,138,161,145,56,500,,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Atfal Alghad,"36.2928089,36.6948901",IS,166,174,112,102,554,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Doaa,"36.2949682,36.7026728",IS,344,338,304,308,1294,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Doaat Al Kwait (Al Khayrat),"36.2981258,36.7018184",IS,174,166,166,182,687,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Harameen,"36.2835714,36.7036906",IS,212,173,170,165,721,1,1,1,1,,0.1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,3. Partially covered,
Idleb,Harim,Dana,Atma,Karama,Kura Mankouba,"36.2996209,36.7000858",IS,150,144,143,139,576,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Moatakalen Sahl Al Gab,"36.3081709,36.698959",IS,,,,,1238,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Atma,Karama,Nasret Al Mazloum,"36.2982733,36.6835969",IS,289,315,226,228,1058,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Atma,Karama,Nour Al Mustafa,"36.2882311,36.6875771",IS,256,254,193,193,896,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Atma,Karama,Nour Al Mustakbal,"36.2912703,36.6965111",IS,195,195,174,172,736,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,
Idleb,Harim,Dana,Atma,Karama,Nour Al Sham,"36.2968812,36.6990077",IS,132,124,99,91,446,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Atma,Karama,Nour Hama,"36.3096597,36.6944999",IS,,,,,179,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Atma,Karama,Qadisiya,"36.2968035,36.7176739",IS,185,237,196,183,800,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Rajaa,"36.2973936,36.7024119",IS,186,207,170,159,722,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Rawdah,"36.2907742,36.6896669",IS,135,135,97,97,463,,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Reef Hama Mankouba,"36.3056356,36.7040746",IS,227,212,162,158,759,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,
Idleb,Harim,Dana,Atma,Karama,Salah Eldin (including Al Islah),"36.3047413,36.6994222",IS,410,493,385,333,1620,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Sedik (Extension of Al Aqsa),"36.2953765,36.6918087",IS,61,59,52,51,223,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Shaheid Saleh,"36.2972193,36.6866172",IS,228,223,143,139,733,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Shams Al Hurriya,"36.2912881,36.6982777",IS,301,255,300,311,1168,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Shuhada Sahl Al Gab,"36.3176055,36.6840037",IS,,,,,608,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Atma,Karama,Sons of Homs (Abna Homs),"36.290375,36.6958468",IS,194,189,169,136,688,0.9,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Tabarak Al Rahman,"36.2908236,36.7093951",IS,168,155,189,150,662,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Taibah,"36.3028194,36.6979121",IS,277,249,286,263,1075,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Tajammu,"36.2975661,36.6970757",IS,42,41,34,32,149,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Atma,Karama,Watasimu (including Tadamun and Sahl Al Ghab),"36.2917162,36.7001238",IS,599,588,675,555,2418,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Yasmeen Al Sham,"36.3010779,36.6912668",IS,417,411,253,252,1333,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Atma,Karama,Zahret Al Madaen,"36.3006748,36.7077661",IS,241,239,158,154,791,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Liyajlikum,Ain Jaloot,"36.3052945,36.7168402",IS,46,60,61,44,210,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Liyajlikum,Al Aasy,"36.2933931,36.7038041",IS,207,210,184,194,795,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Liyajlikum,Al Fateh Al Araby,"36.2992254,36.7277938",IS,104,136,117,88,444,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Liyajlikum,Al Hurriya wa Adalah,"36.3047655,36.7157568",IS,382,379,213,259,1233,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Liyajlikum,Al Ikhlas and Al Taqua,"36.30255,36.7358038",IS,266,352,179,135,932,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Qah,Liyajlikum,Al Nawaeer,"36.2847652,36.7140184",IS,461,618,320,321,1719,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Liyajlikum,Al Shrouk,"36.2871043,36.7032078",IS,168,155,151,149,623,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Qah,Liyajlikum,Bara`m Al Thawra,"36.3003062,36.7163763",IS,161,213,142,108,624,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Liyajlikum,Children of Freedom Martyrs,"36.2827526,36.7145062",IS,125,124,99,102,450,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Liyajlikum,Farajak Yarab,"36.2988595,36.7146138",IS,74,97,36,28,234,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Liyajlikum,Fardoose,"36.2973168,36.7166968",IS,233,238,147,139,757,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Liyajlikum,Fateh Aleslam,"36.3011536,36.7313196",IS,110,145,123,94,472,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Liyajlikum,Korayish (Al Khair),"36.2881108,36.7113609",IS,231,211,136,119,697,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Liyajlikum,Lan Narka`llla Lilah,"36.289228,36.7051917",IS,344,401,399,320,1464,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Liyajlikum,Liyajlikum,"36.2869651,36.7116216",IS,367,338,211,206,1122,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Liyajlikum,Qassioun,"36.2886007,36.7043638",IS,136,169,141,127,572,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Liyajlikum,Toyor Al Janna (Heaven Bird's),"36.284137,36.7070779",IS,190,186,159,165,700,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Abu Bakker Al Sidiq,"36.2941918,36.7093251",IS,203,189,125,93,610,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Afamia,"36.2924143,36.718402",IS,151,146,130,114,541,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ahbab Al Rasoul,"36.3027406,36.7292391",IS,175,166,178,181,700,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Arbaeen,"36.3017732,36.6992385",IS,95,101,86,97,379,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Bayan,"36.2959429,36.7019691",IS,146,130,151,132,559,,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Imam,"36.2836503,36.7058493",IS,232,274,293,256,1055,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Intisar,"36.2827488,36.7180119",IS,177,173,144,144,638,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Magad,"36.2775721,36.7176505",IS,160,158,136,142,596,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Motasem,"36.2868068,36.7141384",IS,80,135,104,85,404,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Muhajreen,"36.3009603,36.7053405",IS,174,183,126,136,619,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Radwan,"36.3056457,36.7158211",IS,68,65,58,51,241,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Rahmah,"36.2986222,36.7029773",IS,223,208,144,137,713,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Tawheed,"36.2682792,36.7217371",IS,90,76,82,77,324,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Waleed,"36.2889801,36.6971065",IS,231,239,198,144,812,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Alebaa,"36.2977947,36.718217",IS,167,161,142,125,595,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 2 (Hamad Al Ammar 1/Dar Al Riaya - Orphans),"36.2965896,36.697857",IS,210,218,180,46,654,1,0.7,0.8,0.85,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 3 (Al Ansar),"36.2921133,36.7139181",IS,191,140,205,160,696,1,0.7,0.8,0.9,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 4 (Al Reaya Al Islamiya),"36.3017356,36.729073",IS,215,239,233,242,929,1,0.65,0.8,0.9,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 5 (Shabab Al Khayr),"36.2975773,36.7102286",IS,287,300,260,264,1110,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 6 (Shabab Al Khayr 3),"36.2960965,36.7229496",IS,369,393,345,372,1479,1,0.6,0.8,0.8,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 7a (Ataa Almara Alkwaityeh 1),"36.2867327,36.7291344",IS,209,188,323,272,992,1,0.7,0.8,0.8,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 7b (Ataa Almara Alkwaityeh 2),"36.2993043,36.7175145",IS,213,224,376,377,1190,1,0.65,0.8,0.8,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 8 (Shabab Al Khayr 2),"36.2955471,36.7183247",IS,393,455,345,395,1588,1,0.6,0.8,0.7,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 9a (Hamad Al Ammar 2),"36.3002549,36.7334769",IS,158,170,165,167,660,1,0.6,0.8,0.7,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 9b (Nasaem Alkhair),"36.3017078,36.7172108",IS,200,219,176,190,785,1,0.6,0.8,0.7,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Bab Al Hawa,"36.2872782,36.7289632",IS,164,171,193,156,683,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Bab Al Hawa extension (Al Mutahaboun Bellah),"36.2984864,36.7154922",IS,,,,,1243,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Qah,Qah,Bani Omiyet,"36.2837627,36.7111998",IS,83,86,69,69,307,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Qah,Qah,Hibat Allah,"36.2856298,36.7022018",IS,226,219,176,175,796,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Kafr Nabutha Alsmoud,"36.3057368,36.7190277",IS,68,80,64,97,309,0.85,1,1,1,,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Madenh Monarh (Hmamiat),"36.2905294,36.7020636",IS,157,156,218,174,705,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Nasret Al Rasoul,"36.2872858,36.7334185",IS,196,190,169,147,702,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Qah,"36.2980873,36.7362803",IS,293,320,326,318,1258,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
